name,cnpj,city,state
MARILAN ALIMENTOS S/A,52034139000150,MARILIA,SP
CARLEZANI INDUSTRIA E COMERCIO LTDA,09236298000108,RIBEIRAO DAS NEVES,MG
SOCIEDADE DIVINA PROVIDENCIA,83883306000160,FLORIANOPOLIS,SC
"LACTALIS DO BRASIL - COMERCIO, IMPORTACAO E EXPORTACAO DE LATICINIOS LTDA.",14049467000130,PORTO ALEGRE,RS
BLUE BEVERAGES ENVASADORA LTDA,05193785000260,TATUI,SP
DOCILE ALIMENTOS LTDA,94261534000115,LAJEADO,RS
COMPANHIA SULAMERICANA DE DISTRIBUICAO,11517841005903,ARACATUBA,SP
COMPANHIA BRASILEIRA DE DISTRIBUICAO,47508411135833,CATANDUVA,SP
PERNOD RICARD BRASIL INDUSTRIA E COMERCIO LTDA,33856394001709,SAO PAULO,SP
MAURICIO QUAGLIATO,01853982000127,CAPIVARI,SP
SUPERMERCADO REAL URU LTDA,03554958000112,URU,SP
NESTLE BRASIL LTDA.,60409075000152,SAO PAULO,SP
TECELAGEM SILVA ROCHA LTDA,00859098000137,ITAUNA,MG
HERSHEY DO BRASIL LTDA,04429377000111,SAO ROQUE,SP
VINICOLA SALTON S.A.,87547428000137,BENTO GONCALVES,RS
INDUSTRIA E COMERCIO DE DOCES VALE VERDE LTDA,35044791000136,IPAUMIRIM,CE
PHITOTERAPHIA BIOFITOGENIA LABORATORIAL BIOTA LTDA,00104603000133,NOVA IGUACU,RJ
SAVEGNAGO-SUPERMERCADOS LTDA,71322150003266,RIBEIRAO PRETO,SP
SENDAS DISTRIBUIDORA S/A,06057223023112,RIBEIRAO PRETO,SP
IND DE TORRONE NOSSA SENHORA DE MONTEVERGINE LTDA,43643857000132,SAO PAULO,SP
AGFA GEVAERT DO BRASIL LTDA,00980360000105,SAO PAULO,SP
DRICOS MOVEIS E ELETRODOMESTICOS LTDA EM RECUPERACAO JUDICIAL,04980258000314,FORTALEZA,CE
SAO BRAZ S/A INDUSTRIA E COMERCIO DE ALIMENTOS,08811226001903,CABEDELO,PB
INDUSTRIA DE BEBIDAS PIRASSUNUNGA LTDA,58551326000197,PIRASSUNUNGA,SP
PREDILECTA ALIMENTOS LTDA,62546387000133,MATAO,SP
CASSINI ALIMENTOS LTDA.,38930624000342,CAMPINAS,SP
ITAIQUARA ALIMENTOS S.A.,72111321000174,TAPIRATIBA,SP
POMPEIA S.A.INDUSTRIA E COMERCIO,59775478000721,POMPEIA,SP
DUCOCO PRODUTOS ALIMENTICIOS S/A,09426032000128,ITAPIPOCA,CE
SOLIVA DESENVOLVIMENTOS E EMPREENDIMENTOS LTDA,03083576000158,ITAPEVI,SP
MASTER AGROINDUSTRIAL LTDA,02011086000183,VIDEIRA,SC
NOTARO ALIMENTOS LTDA,01682695000100,BELO JARDIM,PE
CIPAN COM E IND DE PRODS ALIMENTICIOS DO NORDESTE LTDA,09991639000150,CARUARU,PE
VISION BRASIL OTICA LTDA,23621464000110,MACEIO,AL
COOPERATIVA CENTRAL AURORA ALIMENTOS,83310441000117,CHAPECO,SC
COOPERATIVA DE SUCOS MONTE VENETO,08841296000185,COTIPORA,RS
ROSICLEIA DOS SANTOS MARTINS 18708544972,11592068000123,CURITIBA,PR
SODEXO DO BRASIL COMERCIAL S.A.,49930514054308,TAUBATE,SP
BIO-EXTRATUS COSMETIC NATURAL LTDA,02176615000107,ALVINOPOLIS,MG
LILIANE C. L. DOS ANJOS,13305970000147,SOBRAL,CE
VINHOS DUELO LTDA.,12678989000176,PINHEIRO PRETO,SC
MELHORAMENTOS CMPC LTDA,44145845000221,MOGI DAS CRUZES,SP
MOBILIARE MOVEIS E DECORACOES LTDA,12484718000180,PALMAS,TO
DROGARIA E PERFUMARIA GONCALVES LTDA,22007605000147,BRASILIA,DF
BOA FE INDUSTRIA E COMERCIO LTDA,05127369000183,CONQUISTA,MG
SUPERMERCADO JARDIM ESTER LTDA,49798473000175,SAO PAULO,SP
RIO BRANCO ALIMENTOS S/A,05017780000287,VISCONDE DO RIO BRANCO,MG
BEBIDAS POTY LTDA,55223127000161,POTIRENDABA,SP
INDUSTRIA E COMERCIO OLIVEIRA LTDA,85720290000109,LAURENTINO,SC
GGT COMERCIO LTDA,04714931000102,ACAILANDIA,MA
DORI ALIMENTOS S.A.,52123916000132,MARILIA,SP
CATAFESTA-INDUSTRIA DE VINHOS LTDA,88624499000159,SAO MARCOS,RS
CONEX CONSTRUCOES E EMPREENDIMENTOS IMOBILIARIOS LTDA,76388743000142,CURITIBA,PR
BENTO ARNALDO DA CRUZ,77791473000189,SAO JOSE DOS PINHAIS,PR
MANUFATURA PRODUTOS KING LTDA,33479445000155,RIO DE JANEIRO,RJ
S TEIXEIRA PRODUTOS ALIMENTICIOS LTDA,64111206000171,CORUMBA DE GOIAS,GO
MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S/A,43214055000107,UBERLANDIA,MG
A. R. C. LOGISTICA E ALIMENTOS LTDA,11609581000180,PRESIDENTE PRUDENTE,SP
SAKURA NAKAYA ALIMENTOS LTDA,61070694000128,SAO PAULO,SP
VALENTIM SUPERMERCADO E SOCIEDADE LTDA,19406814000159,GUARULHOS,SP
ORLANDO ZANCOPE & CIA. LTDA.,48205157000180,GARCA,SP
SANTE COSMETICA INDUSTRIA LTDA,07787570000112,VARGINHA,MG
ECONATURA PRODUTOS ECOLOGICOS E NATURAIS LTDA,01365008000114,GARIBALDI,RS
ABATEDOURO DE AVES IDEAL LTDA,74251919000194,PEREIRAS,SP
AGROINDUSTRIAL VIEIRA LTDA,16644245000191,ARAPIRACA,AL
TAMBAU INDUSTRIA ALIMENTICIA LTDA,02340534000192,CUSTODIA,PE
UNILEVER BRASIL LTDA.,61068276000104,SAO PAULO,SP
DROGARIA NACOES LTDA,33010307000122,RIO DE JANEIRO,RJ
ASA BRANCA INDL. COML. E IMPORTADORA LTDA,03636036000154,ARAPIRACA,AL
COOPERATIVA REGIONAL AGROPECUARIA SUL CATARINENSE,86512647000118,TURVO,SC
SUPERMERCADOS CAVICCHIOLLI LTDA,43259548000325,AMERICANA,SP
SAVEGNAGO-SUPERMERCADOS LTDA,71322150004408,SAO CARLOS,SP
CERVEJARIA CIDADE IMPERIAL PETROPOLIS LTDA,01708217000113,PETROPOLIS,RJ
EMPAVIL EMPACOTAMENTO E DISTRIBUICAO LTDA,14158142000196,VITORIA DE SANTO ANTAO,PE
MILHO DE OURO COMERCIO & INDUSTRIA ALIMENTICIA LTDA.,55840102000107,EMBU DAS ARTES,SP
J. BARON INCORPORACOES IMOBILIARIAS LTDA,80218951000170,CURITIBA,PR
COMPANHIA MULLER DE BEBIDAS,03485775000192,PIRASSUNUNGA,SP
BASSI INDUSTRIA DE COSMETICOS LTDA.,22524028000160,FRANCA,SP
ATACADAO S.A.,75315333009246,RIBEIRAO PRETO,SP
"RMR AGROINDUSTRIA, COMERCIO ATACADISTA, BENEFICIAMENTO E EMPACOTAMENTO DE CEREAIS LTDA",03612196000163,FEIRA DE SANTANA,BA
MERCADINHO SANTA CECILIA EIRELI,26255949000126,MACEIO,AL
SUCOS DO BRASIL S/A,05919420000190,PACAJUS,CE
GS1 BRASIL - ASSOCIACAO BRASILEIRA DE AUTOMACAO,53197141000102,SAO PAULO,SP
DROGARIA MONIFARMA LTDA,01622523000132,EMBU-GUACU,SP
GLAXOSMITHKLINE BRASIL LTDA,33247743000110,RIO DE JANEIRO,RJ
DROGARIA TELES DE MENEZES LTDA,07524474000181,ALAGOINHAS,BA
VIACAO RIODOCE LTDA,19632116000848,ITAOBIM,MG
CHINATOWN - INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,07425220000106,BAURU,SP
HIPER MASSAS LTDA,58609751000190,TAUBATE,SP
INDUSTRIAS DE BEBIDAS JOAQUIM THOMAS DE AQUINO FILHO SA,31901382000158,RIO DE JANEIRO,RJ
CAJUINA SAO GERALDO LTDA,06942221000165,JUAZEIRO DO NORTE,CE
BEIRA ALTA ALIMENTOS LTDA EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,10242889000177,ITAJAI,SC
GFG COSMETICOS LTDA,55572044000188,FERRAZ DE VASCONCELOS,SP
MARIZA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,01773117000170,CASTANHAL,PA
BEBIDAS ASTECA LTDA,56010739000139,PRESIDENTE PRUDENTE,SP
COOPERATIVA DOS PRODUTORES DE PALMITO DO BAIXO SUL DA BAHIA - COOPALM,07158412000101,IGRAPIUNA,BA
WAL MART BRASIL LTDA,00063960023575,UBERLANDIA,MG
GUAPA'S COMERCIAL LTDA,74137092000192,SAO PAULO,SP
INDUSTRIA E COMERCIO DE CONSERVAS MOLIZ PALMEIRAL EIRELI,03552541000110,BREVES,PA
SUPER MERCADO ZONA SUL S A,33381286000151,RIO DE JANEIRO,RJ
LIMA & PERGHER INDUSTRIA E COMERCIO S/A,22685341000180,RIO DE JANEIRO,RJ
LATICINIOS SULMINAS LTDA,18882209000191,HELIODORA,MG
RAIA DROGASIL S/A,61585865067574,SAO PAULO,SP
FLORESTAL ALIMENTOS S/A,91155259000167,LAJEADO,RS
CICOPAL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS E HIGIENE PESSOAL LTDA,01121175000110,SENADOR CANEDO,GO
BUNGE ALIMENTOS S/A,84046101000193,GASPAR,SC
MASSAS ALIMENTICIAS DA ROZ LTDA,51377935000122,LEME,SP
GONCALVES & TORTOLA S/A - EM RECUPERACAO JUDICIAL,85070068002577,PARANAVAI,PR
BANCO DO ESTADO DO RIO GRANDE DO SUL SA,92702067062469,BOA VISTA DO INCRA,RS
DACOLONIA ALIMENTOS NATURAIS LTDA.,04330736000189,SANTO ANTONIO DA PATRULHA,RS
AURORA BEBIDAS E ALIMENTOS FINOS LTDA,61296646000152,SAO PAULO,SP
DROGARIA MIDORI EIRELI,53164448000107,SAO PAULO,SP
AMAFIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,75784140000105,CIANORTE,PR
CONDOR S.A,86046448000161,SAO BENTO DO SUL,SC
BLONDINE CERVEJARIA EIRELI,12764852000134,ITUPEVA,SP
COOPERATIVA AGRO PECUARIA PETROPOLIS LTDA,91589507000188,NOVA PETROPOLIS,RS
LATICINIOS CURRAL DE MINAS LTDA,66309329000147,OLIVEIRA,MG
NASCIMENTO E PENEDO INDUSTRIA E COMERCIO DE DOCES E LATICINIOS LTDA,07975617000171,SAO LOURENCO,MG
SOPRANO ELETROMETALURGICA E HIDRAULICA LTDA,88634977000101,FARROUPILHA,RS
COPACOL-COOPERATIVA AGROINDUSTRIAL CONSOLATA,76093731000190,CAFELANDIA,PR
DEPOSITO AVENIDA DE MONTES CLAROS EIRELI,86423563000108,MONTES CLAROS,MG
RAMPINELLI ALIMENTOS LTDA,79416541000155,FORQUILHINHA,SC
R. A. DE PAULA & CIA LTDA,04423947000166,LUNARDELLI,PR
"HONEY WORLD MEL INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA",13469148000111,RIBEIRAO PRETO,SP
REX PNEUS INDUSTRIA E COMERCIO LTDA,76494277000180,CURITIBA,PR
DISTRIBUIDORA DE ALIMENTOS ESTRELA GUIA LTDA,19486147000161,ARAPIRACA,AL
CRIA SIM PRODUTOS DE HIGIENE LTDA.,05975111000137,DIADEMA,SP
COOPERATIVA VINICOLA GARIBALDI LTDA,90049156000150,GARIBALDI,RS
MATOS COMERCIO DE PERFUMES E COSMETICOS LTDA,14953723000977,CUIABA,MT
GRAMPOS TEIMOSO LTDA,61293338000173,SAO PAULO,SP
ABBOTT LABORATORIOS DO BRASIL LTDA,56998701000116,SAO PAULO,SP
MAPTRADE INDUSTRIA E COMERCIO DE PRODUTOS LTDA,10451845000157,RIO DE JANEIRO,RJ
DEVINTEX COSMETICOS LTDA,01773518000120,JANDIRA,SP
LATICINIOS VALE DO PIRANGI LTDA,04462889000180,IBARETAMA,CE
TROP FRUTAS DO BRASIL LTDA,07757005000617,LAVRAS,MG
SUPERMERCADO NUTRI SAM LTDA.,09535928000730,CATANDUVA,SP
DROGARIA PRECO JUSTO LTDA,23999989000194,LUZIANIA,GO
J. E. DROGARIA LTDA,18531667000186,POCAO DE PEDRAS,MA
MOAGEIRA SERRA GRANDE EIRELI,07815640000107,SOBRAL,CE
CIA. IGUACU DE CAFE SOLUVEL,76255926000190,CORNELIO PROCOPIO,PR
WG ELETRO S.A,01120364001905,ARAGUAINA,TO
SLC ALIMENTOS LTDA,04107020000117,PORTO ALEGRE,RS
INDUSTRIAS REUNIDAS RAYMUNDO DA FONTE SA,11507415000172,PAULISTA,PE
FRIGORIFICO AVICOLA VOTUPORANGA LTDA,56431364000180,VOTUPORANGA,SP
BARRACONI PROMOTORA DE VENDAS E SERVICOS LTDA,12742252000175,SAO PAULO,SP
TROPICAL INDUSTRIA DE ALIMENTOS S/A,22492169000149,VISCONDE DO RIO BRANCO,MG
BRIGHT COM COMERCIAL LTDA.,01184287000110,SAO PAULO,SP
FERRERO DO BRASIL INDUSTRIA DOCEIRA E ALIMENTAR LTDA,43816719002402,SAO PAULO,SP
IVC ALIMENTOS E BEBIDAS LTDA.,13647785000130,ARAPIRACA,AL
BRF S.A.,01838723000127,ITAJAI,SC
DISTRIBUIDORA DE VEICULOS CONFIANCA LIMITADA,12396339000561,PENEDO,AL
TICARE - INDUSTRIA E COMERCIO DE BEBIDAS EIRELI,05694537000112,SAO CARLOS,SP
IMPORTADORA DE FRUTAS LA VIOLETERA LTDA,79638524001800,CURITIBA,PR
FRATELLI INDUSTRIA E COMERCIO LTDA,17155577000175,GUARAQUECABA,PR
BRASSUCO INDUSTRIA DE PRODUTOS ALIMENTICIOS LTDA,54114327000113,ITU,SP
FABRICA DE LATICINIOS GOTAS DE LEITE LTDA,03334092000134,AVARE,SP
HNK BR BEBIDAS LTDA.,02864417000128,RIO DE JANEIRO,RJ
INDUSTRIA DE CONSERVAS SCHRAMM LTDA,92235316000180,PELOTAS,RS
FARMA ONNIX LTDA,07564304000120,PITANGA,PR
AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,60934551000588,SAO PAULO,SP
SCARLAT INDUSTRIAL LTDA.,60648557000165,SUZANO,SP
REFRIKO INDUSTRIA E COMERCIO DE BEBIDAS LTDA,10656672000103,CAMBE,PR
VALDECI ANTONIO DA BARRA 835.059.626-00,04617226000197,PATOS DE MINAS,MG
SIOL ALIMENTOS LTDA,44242287000131,BARUERI,SP
LATICINIOS SANTA MARIA LTDA,04439268000185,NOSSA SENHORA DA GLORIA,SE
S.PESSOA DISTRIBUIDOR IMPORT.E EXPORT.LTDA.,04823214000119,ARAPIRACA,AL
KALENA GESTORA DE MARCAS E PATENTES LTDA,11769753000182,FRANCA,SP
SO TEXTURA & REVESTIMENTOS LTDA,12037564000188,SAO PAULO,SP
SUPERMERCADO JM - EIRELI,24778890000125,INHUMAS,GO
MATE COURO S A,17177296000202,BELO HORIZONTE,MG
ELIANE S/A - REVESTIMENTOS CERAMICOS,86532538000162,COCAL DO SUL,SC
COOPERATIVA AGRICOLA MISTA DE MARANGUAPE LTDA,07634785000101,MARANGUAPE,CE
AGRINDUS SA EMPRESA AGRICOLA PASTORIL,47543145000283,DESCALVADO,SP
HIDRPARTS PRODUTOS INDUSTRIAIS LTDA,05439749000153,CURITIBA,PR
IRMAOS ROSSANEIS LTDA,47038344000153,SERTAOZINHO,SP
DIAGEO BRASIL LTDA.,62166848000142,SAO PAULO,SP
DELLY KOSMETIC COMERCIO E INDUSTRIA LTDA,01567613000178,RIO DE JANEIRO,RJ
BAGLEY DO BRASIL ALIMENTOS LTDA,06042467000180,CAMPINAS,SP
MAURICEA ALIMENTOS DO NORDESTE LTDA,12819074000214,NAZARE DA MATA,PE
ANGELO AURICCHIO COMPANHIA LTDA,62598586000195,SAO PAULO,SP
KIM NETO INDUSTRIA E COMERCIO DE PANIFICACAO LTDA,02867469000158,CARAPICUIBA,SP
DUCOCO ALIMENTOS S/A,63460299000187,LINHARES,ES
VINHOS QUINTA DO NINO LTDA,48727804000113,SAO ROQUE,SP
INDUSTRIA E COMERCIO DE BEBIDAS PALAZZO LTDA,50381003000190,JABOTICABAL,SP
LATICINIOS BELA VISTA LTDA,02089969000106,GOIANIA,GO
MARIA INES GIMENEZ FERRARA,04078748000168,ARARAQUARA,SP
SUPERMERCADOS BH COMERCIO DE ALIMENTOS LTDA,04641376001299,SANTA LUZIA,MG
R.N. DISTRIBUIDORA E COMERCIO DE COSMETICOS LTDA,03985019000122,SAO PAULO,SP
UNILEVER BRASIL INDUSTRIAL LTDA,01615814000101,SAO PAULO,SP
ATACADAO S.A.,75315333007111,FRANCA,SP
ARRIFANA INDUSTRIAL IMPORTADORA E EXP DE ALIMENTOS LTDA,49830136000118,SAO PAULO,SP
PRODUTOS ALIMENTICIOS TIO FRANCISCO EIRELI,12651076000166,ARAPIRACA,AL
LEAO ALIMENTOS E BEBIDAS LTDA.,76490184000187,SAO PAULO,SP
THEC DYNAMIS IMPORTACAO E EXPORTACAO LTDA,01358891000115,SAO PAULO,SP
PASCHOAL MOVEIS PLANEJADOS EIRELI,18628125000126,RIBEIRAO PRETO,SP
NJF INDUSTRIA E COMERCIO LTDA,04918453000152,BRASILIA,DF
LEITISSIMO S/A,04826593000109,JABORANDI,BA
AVIVAR ALIMENTOS LTDA,42816108000105,SAO SEBASTIAO DO OESTE,MG
CHOCOLATES GAROTO SA,28053619000183,VILA VELHA,ES
CALCADOS BOTTERO LTDA,90312133000196,PAROBE,RS
CERPA CERVEJARIA PARAENSE SA,04894085000150,BELEM,PA
RONI A DE AMORIM,07656617000109,JABOATAO DOS GUARARAPES,PE
LATICINIOS SALUTE EIRELI,53400784000101,SAO CARLOS,SP
TUDO NOVO ALIMENTOS LTDA,03229795000100,JABOATAO DOS GUARARAPES,PE
DOMINGOS COSTA INDUSTRIAS ALIMENTICIAS SA,17159518000175,CONTAGEM,MG
KI-KAKAU INDUSTRIA E COMERCIO DE CHOCOLATES LTDA,66632175000391,BARRA BONITA,SP
INDUSTRIA DE TEMPERO REGINA LTDA,10704112000187,MOSSORO,RN
LATICINIOS JAGUARIBE LTDA,07687049000103,JAGUARIBE,CE
NA MODA INDUSTRIA E COMERCIO DE CONFECCOES LTDA,08443107000116,PORTAO,RS
IRMAOS MUFFATO CIA LTDA,76430438007184,SAO JOSE DO RIO PRETO,SP
RAIA DROGASIL S/A,61585865026622,SOROCABA,SP
LATICINIO MC LTDA,07496057000172,ARAPIRACA,AL
J. C. DA SILVA + SILVA LTDA,07302129000101,TAQUARANA,AL
COMPANHIA HEMMER INDUSTRIA E COMERCIO,82641986000143,BLUMENAU,SC
"MAGIA DOCE INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE ALIMENTOS LTDA",34317917000136,ILHEUS,BA
BREW CENTER CERVEJAS ESPECIAIS EIRELI,04319411000103,IPEUNA,SP
SORA ALIMENTOS LTDA,19427410000141,SALVADOR,BA
FERMAT INDUSTRIA E COMERCIO DE PERFIS LTDA,03658692000239,VARZEA GRANDE,MT
SUPERMERCADO NOVA INCONFIDENCIA MINEIRA LTDA,16642818000148,SAO PAULO,SP
ROSENILDA PINTO DA SILVA MOTA,11210330000128,CONCEICAO DO COITE,BA
MEAD JOHNSON DO BRASIL COMERCIO E IMPORTACAO DE PRODUTOS DE NUTRICAO LTDA.,10351637000186,SAO PAULO,SP
KEBAI INDUSTRIA E COMERCIO LTDA,14173657000165,UBERABA,MG
RUAH ALIMENTOS LTDA,05064850000177,ARAPONGAS,PR
BARION INDUSTRIA E COMERCIO DE ALIMENTOS S/A,76657030000137,COLOMBO,PR
DALON ALIMENTOS LTDA,81378721000131,TURVO,SC
COOPERATIVA MISTA AGRO PECUARIA DE PATOS DE MINAS LTDA,23338189000122,PATOS DE MINAS,MG
BOMBRIL S/A,50564053000880,SAO BERNARDO DO CAMPO,SP
TING INDUSTRIA E COMERCIO LTDA,04827795000167,MONTE MOR,SP
PASTIFICIO SANTA AMALIA S/A.,22229207000175,MACHADO,MG
CIPA-INDUSTRIAL DE PRODUTOS ALIMENTARES LTDA,01851716000165,APARECIDA DE GOIANIA,GO
DOCEMAIOR PRODUTOS ALIMENTICIOS EIRELI,07598255000147,CAMPINAS,SP
J. CARVALHO + QUEIROZ LTDA,13207048001431,IRECE,BA
CERVEJARIA LEOPOLDINA LTDA,22226696000101,GARIBALDI,RS
IRMAOS MUFFATO CIA LTDA,76430438000171,CASCAVEL,PR
MARCIO JOSE NASCIMENTO DA SILVA,03399149000183,FORTALEZA,CE
INDUSTRIA DE MASSAS ALIMENTICIAS DE LTDA,48657860000129,VALINHOS,SP
INDUSTRIA DE ALIMENTOS ESPECIARIAS E CONDIMENTOS SM LTDA,06179494000108,MACAIBA,RN
INDUSTRIA E COMERCIO DE CONSERVAS UBATUBA LTDA,72747256000178,SAO PAULO,SP
"DUFROTA AGROPECUARIA, INDUSTRIA E COMERCIO LTDA",07236199000109,SAO LUIS DO CURU,CE
POLIVAL - COMERCIO DE OCULOS E ACESSORIOS LTDA,07579597000110,BARREIRAS,BA
INDUSTRIA DE POLPAS E CONSERVAS VAL LTDA,71841902000107,VISTA ALEGRE DO ALTO,SP
TOTALMIX INDUSTRIA E COMERCIO LTDA,11131609000205,SAO CARLOS DO IVAI,PR
DROGAO E FARMACIA MAGISTRAL LTDA,38668539000196,BAEPENDI,MG
FRIGORIFICO INDUSTRIAL VALE DO PIRANGA S/A,00763832000160,PONTE NOVA,MG
CRIA SIM PRODUTOS DE HIGIENE LTDA.,05975111000307,PAULINIA,SP
COLGATE PALMOLIVE INDUSTRIAL LTDA,03816532000190,SAO BERNARDO DO CAMPO,SP
PERFUMES DANA DO BRASIL S.A.,61105722000103,SAO PAULO,SP
BIFUM BRASIL ALIMENTOS LTDA,02137351000174,SUZANO,SP
DF BRASIL IND. E COM. DE PRODUTOS ALIMENTICIOS LTDA,02938592000112,BELO HORIZONTE,MG
INDUSTRIAS REUNIDAS CORINGA LTDA,12213443000140,ARAPIRACA,AL
BACARDI MARTINI DO BRASIL INDUSTRIA E COMERCIO LTDA,59104737000105,SAO PAULO,SP
QUEIJOS DOM AFONSO LTDA,18607519000106,FORTALEZA,CE
NUTRIMINAS COMERCIO E INDUSTRIA DE ALIMENTOS LTDA,11785595000154,SAO ROQUE,SP
RICLAN S.A.,56370364000118,RIO CLARO,SP
COBASI COMERCIO DE PROD BASICOS E INDUSTRIALIZADOS LTDA,53153938002402,SAO JOSE DOS CAMPOS,SP
BETANIA LACTEOS S.A.,10483444000189,FORTALEZA,CE
MAIRILEL COMERCIO DE MOVEIS LTDA,05705632000689,JUIZ DE FORA,MG
"M. G. A. IMPORTACAO, INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.",60356037000189,BARUERI,SP
DISTRIBUIDORA DE BEBIDAS F. ANTONIO CHIAMULERA EIRELI,90586405000146,LAJEADO,RS
TORREFACAO E MOAGEM DE CAFE COLONIAL LTDA,75532341000107,BRUSQUE,SC
OCRIM S A PRODUTOS ALIMENTICIOS,61065199000473,BELEM,PA
FAMIGLIA ZANLORENZI LTDA,75802041000109,CAMPO LARGO,PR
MINALBA ALIMENTOS E BEBIDAS LTDA,54505052000149,FORTALEZA,CE
PANELACO ALIMENTOS LTDA,83067942000114,TURVO,SC
TIMKEN DO BRASIL COMERCIAL IMPORTADORA LTDA.,56990880000145,SAO PAULO,SP
NINFA INDUSTRIA DE ALIMENTOS LTDA,78099777000142,MEDIANEIRA,PR
ITAMBE ALIMENTOS S/A,16849231000104,BELO HORIZONTE,MG
COMPANHIA BRASILEIRA DE DISTRIBUICAO,47508411134004,FORTALEZA,CE
PASTIFICIO SELMI SA,46025722000100,SUMARE,SP
AVINE ALIMENTOS INDUSTRIALIZADOS LTDA,21191338000148,CASCAVEL,CE
INDUSTRIA DE LATICINIOS PALMEIRA DOS INDIOS S/A ILPISA,09342379000192,PALMEIRA DOS INDIOS,AL
KALUNGA COMERCIO E INDUSTRIA GRAFICA LTDA,43283811005623,SAO PAULO,SP
COTY BRASIL COMERCIO LTDA.,22137853000102,GOIANIA,GO
AIMER COSMETICOS EIRELI,05750272000122,CONTAGEM,MG
STELLA D'ORO ALIMENTOS LTDA,05117323000183,ITAPOLIS,SP
AVON INDUSTRIAL LTDA,00680516000124,SAO PAULO,SP
DROGA BORDINO & BORDINO LTDA,54499173000125,GUARULHOS,SP
BUNGE ALIMENTOS S/A,84046101000193,GASPAR,SC
RABBIT INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE PESSOAL LTDA,00099817000169,LONDRINA,PR
ARTHUR LUNDGREN TECIDOS S A CASAS PERNAMBUCANAS,61099834031584,PIRAJU,SP
MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,58514928002037,JOINVILLE,SC
IRMAOS MOLON LTDA,88621586000152,SAO MARCOS,RS
COOPERATIVA TRITICOLA MISTA CAMPO NOVO LTDA,88094701002474,CAMPO NOVO,RS
INDUSTRIA MISSIATO DE BEBIDAS LTDA,02295098000187,JANDAIA DO SUL,PR
SILVA & SILVA FABRICA DE PIPOCAS LTDA,38989224000140,PIRACICABA,SP
GENERAL MILLS BRASIL ALIMENTOS LTDA.,61586558000195,PARANAVAI,PR
POLE ALIMENTOS LTDA,03282301000143,MARACANAU,CE
SINTER FUTURA LTDA,74222563000160,MONTE MOR,SP
KORIN AGROPECUARIA LTDA,00153705000149,SAO PAULO,SP
PROCOSA PRODUTOS DE BELEZA LTDA,33306929000445,RIO DE JANEIRO,RJ
DM - INDUSTRIAL E COMERCIAL LTDA.,02948769000161,ITUPEVA,SP
INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA,11137051019529,FORTALEZA,CE
ALENICE INDUSTRIA TEXTIL LTDA.,86837366000135,GUARAMIRIM,SC
BARILLA DO BRASIL LTDA.,02195380000192,SAO PAULO,SP
MARIA CELIA OLIVEIRA DE ALMEIDA,01554908000100,MACEIO,AL
SUPERMERCADO BEM BOM LTDA,32994790000164,VARZEA GRANDE,MT
PREDILETO ALIMENTOS S/A,32110314000214,SAO PAULO,SP
INDUSTRIA E COMERCIO CAFE FLORESTA S/A,45046703000199,SANTOS,SP
"FUKUHARA, HONDA & CIA. LTDA.",55335939000280,PRESIDENTE PRUDENTE,SP
PINGO COSMETICOS INDUSTRIA E COMERCIO LTDA,04281067000100,NOSSA SENHORA DO SOCORRO,SE
RB DE GARCA - COMERCIO E INDUSTRIA DE ALIMENTOS EIRELI,69328912000193,GARCA,SP
TREVO LACTEOS S.A.,04892455000110,SETE LAGOAS,MG
CILASI ALIMENTOS S/A,60618436000170,SAO PAULO,SP
BAGGIO COFFEES EXPORTACAO LTDA,07584456000195,ARARAS,SP
MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S/A,43214055000107,UBERLANDIA,MG
LUA NOVA IND E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,62461140000114,SAO PAULO,SP
A. GRINGS S.A.,97755177000130,IGREJINHA,RS
CAIXA ECONOMICA FEDERAL,00360305027908,AMPARO,SP
DESTROYER BEER CERVEJARIA EIRELI,21311033000122,CRICIUMA,SC
CAFE PACAEMBU LTDA,72861461000160,VARGEM GRANDE DO SUL,SP
NISSIN FOODS DO BRASIL LTDA,60945169001037,IBIUNA,SP
FARMACIA MAJESTIC EIRELI,71669766000101,SAO ROQUE,SP
FORNO DE MINAS ALIMENTOS S/A,03870455000156,CONCEICAO DO PARA,MG
VIDAVEG LTDA,22310186000118,LAVRAS,MG
